id,content,timestamp,conversation_id,sender_profile_id
339,ki ahia,2024-11-11 22:52:10.781433,21,58
340,hiii,2024-11-11 22:56:06.694647,21,58
341,hello khan,2024-11-11 22:57:59.787637,21,58
342,han,2024-11-11 22:58:33.163360,21,5
343,kuch ni,2024-11-11 22:59:17.322333,21,58
344,kuch ni,2024-11-11 22:59:17.618961,21,58
345,kuch ni,2024-11-11 22:59:17.634374,21,58
346,khan,2024-11-12 02:30:07.407576,21,5
347,han khan,2024-11-12 02:43:18.259181,21,58
348,kia kr rhy ho,2024-11-12 02:43:28.676001,21,5
349,kuch ni,2024-11-12 02:43:37.466612,21,58
350,ok,2024-11-12 02:43:44.024579,21,5
351,hi,2024-11-12 02:49:57.848507,21,58
352,go,2024-11-12 02:50:04.186206,21,58
353,no problem,2024-11-12 02:50:15.810878,21,58
354,haha,2024-11-12 02:50:54.519411,21,58
355,jani,2024-11-12 02:50:56.576316,21,5
356,jani,2024-11-12 02:50:57.004864,21,5
357,hi,2024-11-12 02:51:57.530422,21,5
358,kia,2024-11-12 02:52:08.660523,21,5
359,hi,2024-11-12 02:53:01.746735,21,58
360,yes,2024-11-12 02:53:05.948734,21,5
361,no issue,2024-11-12 02:53:14.331005,21,58
362,going to office,2024-11-12 02:54:35.897261,21,5
363,whats wrong with you,2024-11-12 02:54:48.212477,21,58
364,nothing i'm ok,2024-11-12 02:54:59.857368,21,5
365,hi,2024-11-12 04:38:40.046515,21,5
366,khan g,2024-11-12 04:50:38.404909,21,5
367,hello,2024-11-12 04:54:56.005819,21,5
368,hye morning,2024-11-12 06:28:31.776864,21,58
369,goog morning deems,2024-11-12 06:29:23.873927,21,5
370,hi ,2024-11-12 08:29:26.295453,21,58
371,hi y,2024-11-12 08:33:40.264275,21,5
372,hiiii,2024-11-12 12:06:10.511730,16,254
373,hiiii,2024-11-12 12:06:12.461572,16,254
374,hiii,2024-11-12 12:06:13.768295,16,254
375,hiii,2024-11-12 12:06:13.994016,16,254
376,hiii,2024-11-12 12:06:14.080354,16,254
377,hiii,2024-11-12 12:06:14.154392,16,254
378,testing,2024-11-12 15:47:59.248049,21,58
379,working fine,2024-11-12 15:48:57.811889,21,5
380,deems,2024-11-13 13:00:35.023947,21,5
381,dmytro,2024-11-13 13:00:46.665449,21,58
382,Hi,2024-11-13 13:51:51.109170,52,307
383,Hello,2024-11-13 13:52:13.689172,52,307
384,Hi Tom,2024-11-13 13:52:47.316910,52,205
385,Hello Yassine in SSE,2024-11-13 13:52:58.731744,52,307
386,Well hello there Tom, in SSE,2024-11-13 13:53:11.989797,52,205
387,Are you Offline now Yassine?,2024-11-13 13:55:15.326760,52,307
388,I'm back online now,2024-11-13 17:31:58.921860,52,205
389,Here,2024-11-13 17:32:22.701788,52,205
390,Cool, but I feel that you're offline now ,2024-11-13 17:33:03.211200,52,307
391,Hello, Dem!,2024-11-13 20:21:39.224661,21,58
392,AAA,2024-11-13 20:28:22.797343,21,5
393,hi,2024-11-13 23:02:25.345368,21,58
394,how are you,2024-11-13 23:03:02.939825,21,58
395,ok,2024-11-13 23:03:32.143085,21,58
396,hello,2024-11-13 23:29:39.810591,21,58
397,kia hai,2024-11-13 23:30:17.290937,21,58
398,hello,2024-11-13 23:54:42.443297,21,58
399,go,2024-11-13 23:55:00.084803,21,58
400,hi khan,2024-11-13 23:57:07.028062,21,58
401,now send it,2024-11-13 23:57:45.317397,21,58
402,hi khan,2024-11-13 23:59:43.552818,21,58
403,ok,2024-11-14 00:00:06.841673,21,58
404,hello,2024-11-14 00:11:38.059571,21,58
405,ok,2024-11-14 00:12:04.050818,21,58
406,f,2024-11-14 00:16:55.251510,21,58
407,f,2024-11-14 00:26:52.229117,21,58
408,f,2024-11-14 00:29:25.516307,21,58
409,w,2024-11-14 00:29:49.877385,21,58
410,d,2024-11-14 00:30:10.407436,21,58
411,df,2024-11-14 00:31:52.195934,21,58
412,qw,2024-11-14 00:32:21.577662,21,58
413,q,2024-11-14 00:38:22.432287,21,58
414,qwerty,2024-11-14 00:39:38.103427,21,58
415,hello,2024-11-14 03:52:25.818289,21,58
416,ok,2024-11-14 03:52:42.467638,21,58
417,levels,2024-11-14 03:53:00.882738,21,58
418,now check it,2024-11-14 03:53:44.084284,21,58
419,eh,2024-11-14 03:57:57.908924,21,58
420,han,2024-11-14 03:58:09.634440,21,5
421,hello,2024-11-14 05:06:07.634104,21,58
422,or,2024-11-14 05:06:40.893193,21,58
423,khan,2024-11-14 05:10:00.183732,21,58
424,ok go,2024-11-14 05:10:24.867421,21,58
425,df,2024-11-14 05:15:55.199430,21,58
426,ok,2024-11-14 05:21:52.388248,21,58
427,hell,2024-11-14 05:24:25.777839,21,58
428,hi,2024-11-14 05:24:35.059788,21,58
429,g,2024-11-14 05:31:54.322829,21,58
430,KHAN,2024-11-14 05:49:15.547981,21,58
431,KHANG,2024-11-14 05:49:15.749685,21,58
432,JANI,2024-11-14 05:49:35.203228,21,58
433,HAN,2024-11-14 05:50:00.938551,21,58
434,G,2024-11-14 05:53:01.501312,21,58
435,HI,2024-11-14 06:17:28.823406,21,5
436,KIA KR RHEY HO,2024-11-14 06:17:50.308492,21,58
437,OK G0,2024-11-14 06:18:02.407280,21,58
438,WORLD,2024-11-14 06:19:34.365768,21,58
439,HELLO,2024-11-14 06:19:51.097133,21,58
440,KIA,2024-11-14 06:19:59.327732,21,5
441,YEAH,2024-11-14 06:20:14.287647,21,5
442,gekk,2024-11-14 06:30:28.554182,21,58
443,hello,2024-11-14 06:35:18.407631,21,58
444,HEL,2024-11-14 07:01:30.944143,21,58
445,hi,2024-11-14 07:07:02.958291,21,58
446,HI,2024-11-14 07:11:13.774889,21,58
447,khan,2024-11-14 07:12:41.642168,21,58
448,khan,2024-11-14 07:13:49.243236,21,58
449,helo,2024-11-14 07:20:04.251506,21,58
450,hi,2024-11-14 07:33:13.075374,21,58
451,khan,2024-11-14 08:05:05.191631,21,58
452,hi,2024-11-14 08:07:36.574492,21,58
453,hle,2024-11-14 08:08:14.836718,21,58
454,khan,2024-11-14 08:11:47.279634,21,58
455,hi,2024-11-14 08:12:00.805190,21,58
456,hell,2024-11-14 08:13:45.383509,21,58
457,khan,2024-11-14 08:17:10.134696,21,58
458,hi,2024-11-14 08:17:47.835779,21,58
459,hello dmytro,2024-11-14 10:23:02.678347,21,5
460,hello deems,2024-11-14 10:23:25.667345,21,5
461,hhhh,2024-11-14 10:33:09.196093,21,5
462,setting..,2024-11-14 10:36:26.034376,21,5
463,Hello, Yassine!,2024-11-14 10:57:14.812507,9,5
464,Hello, Yassine!,2024-11-14 10:58:05.256078,21,5
465,Hello, Yassine.....,2024-11-14 10:58:36.612088,21,5
466,Hello, Yassine.....,2024-11-14 10:59:02.133063,21,5
467,hello dmytro,2024-11-14 11:09:09.383264,21,58
468,hello deems,2024-11-14 11:10:45.735617,21,5
469,dfhsajkerhkahskdjf,2024-11-14 11:11:11.850502,21,58
470,hhhh,2024-11-14 11:20:09.028780,21,5
471,dddd,2024-11-14 11:20:29.216278,21,5
472,dddd,2024-11-14 11:20:29.413082,21,5
473,hello,2024-11-15 05:15:29.788470,21,58
474,kia hai,2024-11-15 05:16:02.806800,21,58
475,hi,2024-11-15 05:17:16.879322,21,58
476,hi,2024-11-15 05:17:41.377532,21,58
477,d,2024-11-15 05:18:02.147794,21,58
478,dx,2024-11-15 05:18:22.850136,21,58
479,hello,2024-11-15 05:19:07.896375,21,58
480,hel,2024-11-15 05:27:35.508908,21,58
481,hu,2024-11-15 05:29:47.079769,21,58
482,or,2024-11-15 05:30:20.384520,21,58
483,hi,2024-11-15 05:31:33.023964,21,58
484,or suna,2024-11-15 05:31:50.973147,21,58
485,or ,2024-11-15 05:32:31.244357,21,58
486,hello,2024-11-15 05:37:05.088386,21,58
487,how are you,2024-11-15 05:37:17.142268,21,58
488,j,2024-11-15 05:38:27.261170,21,58
489,kkk,2024-11-15 05:38:55.732881,21,58
490,check no,2024-11-15 05:51:14.269899,21,58
491,hello,2024-11-15 05:51:35.760381,21,58
492,how are you,2024-11-15 05:51:54.069500,21,58
493,now check again,2024-11-15 05:52:14.862430,21,58
494,ok see you,2024-11-15 05:53:04.617333,21,58
495,ok,2024-11-15 05:57:15.932201,21,58
496,hi,2024-11-15 05:58:19.745517,21,58
497,khan g,2024-11-15 06:03:22.530981,21,58
498,hello,2024-11-15 06:41:44.632464,21,58
499,hiu,2024-11-15 06:43:34.699389,21,58
500,h,2024-11-15 06:43:46.994947,21,58
501,jani ho,2024-11-15 06:45:53.415450,21,58
502,hahah,2024-11-15 06:46:18.242619,21,58
503,khan g,2024-11-15 06:48:14.388461,21,58
504,ok,2024-11-15 06:48:32.441834,21,58
505,khan g,2024-11-15 06:49:49.184305,21,58
506,f',2024-11-15 06:54:11.030590,21,58
507,kha,2024-11-15 06:55:36.417703,21,58
508,hello,2024-11-15 06:55:48.226674,21,58
509,khan g,2024-11-15 07:33:27.452473,21,58
510,j,2024-11-15 07:56:13.395395,21,58
511,f,2024-11-15 07:58:01.225570,21,58
512,ok,2024-11-15 07:58:16.012127,21,58
513,hi,2024-11-15 07:59:42.704877,21,58
514,kia,2024-11-15 07:59:55.644505,21,58
515,ok,2024-11-15 08:00:04.453501,21,58
516,kia k rr he ho,2024-11-15 08:01:08.861428,21,5
517,me gr hon,2024-11-15 08:01:15.724497,21,5
518,acha,2024-11-15 08:01:29.347234,21,58
519,or phir,2024-11-15 08:01:46.269739,21,5
520,kia,2024-11-15 08:02:07.678753,21,58
